batch_number,extraction_number,sample_number,Extraction_repeated,Tech_rep_lost,species_field,species_confirmed,Latitude,Longitude,Elevation_GPS_notebook,Elevation_map,family,leaf_age,biological_rep,GoPro file,site,site_revised,date,whole_leaf_FW,tech_rep_1_FW,tech_rep_2_FW,tech_rep_3_FW,tech_rep_4_FW_fixed,tech_rep_4_DW_fixed,whole_leaf_area(cm2),whole_leaf_area_per_whole_leaf_FW(cm2/g),tech_rep_1_leaf_area,tech_rep_2_leaf_area,tech_rep_3_leaf_area,tech_rep_4_leaf_area,technical_rep_used_for_ovalbumin_calculation,ovalbumin_added(5uL_of_0.5mg/mL_per_cm2),random_number,notes 1,notes 2,I don't know why these numbers are here,Solvent Wash Date,Solvent Wash Page Ref,Phenol Extraction Date,Phenol Extraction Page Ref,Resuspension and Alkylation Date,Resuspension and Alkylation Page Ref,Lavapep Date,Lavapep Page Ref,Lavapep File Name,Extraction Notes,"Protein Extract Concentration (protein assay, ug/uL)",Protein Assay %CV,Protein Extract Volume (uL),"Extract Protein Amount (ug, protein assay)","Protein per FW (mg/g, protein assay)","Protein per DW (mg/g, protein assay)","Protein per Leaf Area (mg/cm2, protein assay)",%Ovalbumin of Total Protein,"Digest Protein Amount (ug)
",Amount Protease in Digest (ug),uL Protein Extract per Digest,Date of ASPEX,ASPEX Batch,tech_rep_4_FW_ERROR,tech_rep_4_DW_ERROR,LMA (g/m2),SLA (cm2/g),LWC (%),leaf_FW_check
25,25-16,QL024,0,,darfer,darfer,-17.36688,145.75258,,,Proteaceae,old,1,333,Bartlefrer_QLD,QLD_Bartlefrere,150806,2.15408,0.08836,0.08004,0.06326,1.89858,0.74878,80.629,37.43082894,3.307388045,2.995963548,2.367874239,71.06542321,1,16.5,0.317634331,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89858,0.74878,105.364883,94.90828175,60.56105089,0.02384
18,18-41,RH093,0,,aca?,acaosw,-30.7094,141.87689,,,Fabaceae,new,3,none,Round_Hill,NSW_Fowlers_Gap,150409,0.41354,0.08488,0.09456,0.09836,0.13482,0.05308,6.639,16.05406974,1.362669439,1.518072835,1.5790783,2.164409682,1,6.8,0.48861756,,,,,,,,,,,,,,3.3,3.210181704,750,2495.528545,,,,,50,1,15.0,,,0.13482,0.13356,245.2400783,40.7763693,60.6289868,0.00092
29,29-30,YG209,0,,perlan,perlan,-33.045,150.68326,,,Proteaceae,old,3,150,Yengo_S,NSW_Yengo_S,140623,0.29860,0.05904,0.07126,0.05108,0.11422,0.04496,6.853,22.95043537,1.354993704,1.635448024,1.172308238,2.621398727,2,8.2,0.774380991,,,,,,,,,,,,,,,,,,,,,,,,,16/05/2016,,0.11422,0.04016,171.5114894,58.30513184,60.63736649,0.00300
25,25-41,KG027,0,,perlev,perlev,-33.6933,151.14541,,,Proteaceae,mid,1,41,Kuringai_MT_top,NSW_Kuringai_top,140603,0.79810,0.07442,0.05586,0.60460,0.59744,0.23478,15.554,19.48878587,1.450355444,1.088643578,11.78291993,11.64338023,2,5.4,0.374629902,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59744,0.23478,201.6424744,49.59272608,60.70232994,-0.53422
23,23-21,T193,0,,cennit,cennit,-42.75833,146.40609,,,Proteaceae,new,1,240,Tasmania_FR,TAS_Frodshams_Pass,150307,0.69094,0.06028,0.05186,0.05904,0.52112,0.20446,15.186,21.97875358,1.324879266,1.139818161,1.297625611,11.45356807,1,6.6,0.171774434,Steve's abbreviation - caenit in licor,Steve's abbreviation - caenit in licor,,9/08/2016,"Katy 1, p. 190",,,,,,,,,,,,,,,,,,,,,,0.52112,0.14286,178.5120574,56.018625,60.76527479,-0.00136
,,YG138,0,,acabin,acabin,-32.7817,150.9291,,,Fabaceae,sen,3,101,Yengo_N,NSW_Yengo_N,140608,0.33654,0.06148,0.06786,0.04906,0.15532,0.06088,,0,0,0,0,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15532,0.2559,#DIV/0!,0,60.80350245,0.00282
18,18-21,QL264,0,,acahol,acahol,-18.31625,145.46642,,,Fabaceae,new,3,406,Princess_Hill_QLD,QLD_Princess_Hill,150818,3.48006,0.08572,0.07948,0.08028,3.21200,1.25796,68.03240,19.54920317,1.675757696,1.553770668,1.569410031,62.7920406,1,8.4,0.449646054,"Wasn't scanned before the three samples were taken, tissue for dw sample was scanned so fw/leaf area can be calculated from that: tech rep 4 la/fw=62.792/3.212=19.5492cm2/g of fw. Whole leaf area = whole leaf fw*19.5492 = 3.48006*19.5492 = 68.0324","Wasn't scanned before the three samples were taken, tissue for dw sample was scanned so fw/leaf area can be calculated from that: tech rep 4 la/fw=62.792/3.212=19.5492cm2/g of fw. Whole leaf area = whole leaf fw*19.5492 = 3.48006*19.5492 = 68.0324",,,,,,,,,,,,5.1,1.88066184,750,3788.699713,,,,,50,1,9.9,,,3.21200,1.25796,200.3374931,49.91576886,60.83561644,0.02258
22,22-10,RH091,1,1,aca?,acaosw,-30.7094,141.87689,,,Fabaceae,old,2,none,Round_Hill,NSW_Fowlers_Gap,150409,0.36668,0.09300,0.09772,0.07484,0.10024,0.03920,6.09,16.60848696,1.544589288,1.622981346,1.242979164,1.664834733,2,8.1,0.766610375,,,,,,,,,,,,,,3.4,2.415486606,750,2537.298948,,,,,50,1,14.8,,,0.10024,0.06948,235.4588069,42.47027381,60.89385475,0.00088
18,18-23,YG153,0,,acaimp,acaimp,-32.7817,150.9291,,,Fabaceae,mid,5,96,Yengo_N,NSW_Yengo_N,140609,1.30682,0.09048,0.07980,0.08166,1.01606,0.39706,33.268,25.45721676,2.303368972,2.031485897,2.07883632,25.86605966,3,10.4,0.453958885,,,,,,,,,,,,,,6.5,2.33529683,750,4872.444242,,,,,50,1,7.7,,,1.01606,0.40734,153.5061796,65.14395723,60.92159912,0.03882
20,20-16,QL195,0,,acacra,acacra,-17.92285,146.06817,,,Fabaceae,new,3,374,Tully_Spidersite_QLD,QLD_Mission_Beach,150812,1.04906,0.07926,0.07094,0.06448,0.82286,0.32148,27.035,25.77068995,2.042584886,1.828172745,1.661694088,21.20566993,1,10.2,0.765906286,,,,,,,,,,,,,,4.6,3.369573608,750,3475.490546,,,,,50,1,10.8,,,0.82286,0.32148,151.6009638,65.96264132,60.93138565,0.01152
30,30-35,QL297,0,,gregla,gregla,-18.29787,145.48911,,,Proteaceae,new,3,410,Princess_Hill_QLD,QLD_Princess_Hill,150819,1.40776,0.07446,0.07426,0.07526,1.16826,0.45636,33.434,23.7497869,1.768409132,1.763659175,1.787408962,27.74592604,1,8.8,0.893528094,"Juvenile gregla are from top of hill, behind ranger station near xylsco circit and euc stringy bark","Juvenile gregla are from top of hill, behind ranger station near xylsco circit and euc stringy bark",,,,,,,,,,,,,,,,,,,,,,,,,1.16826,0.45636,164.478201,60.79833035,60.93677777,0.01552
18,18-40,RH037,0,,acaosw,aca_sp,-32.96407,146.16016,,,Fabaceae,new,3,316,Round_Hill,NSW_Round_Hill,150405,0.39310,0.09782,0.08218,0.05016,0.16158,0.06298,7.607,19.3513101,1.892945154,1.590290664,0.970661715,3.126784686,1,9.5,0.487719439,,"Mis-identified in field as Acacia oswaldii. Unsure about correct ID. Similar to A. brachystachya or A. ramulosa, but with shorter, wider phyllodes.",,,,,,,,,,,,9.9,3.950385103,750,7442.114795,,,,,50,1,5.0,,,0.16158,0.06328,201.4209686,49.64726399,61.02240376,0.00136
27,27-25,QL005,0,,athdiv,athdiv,-17.37878,145.7617,,,Proteaceae,new,2,340,Bartlefrer_QLD,QLD_Bartlefrere,150805,1.66320,0.09622,0.08088,0.07072,1.40254,0.54614,50.047,30.09078884,2.895335702,2.433743001,2.128020587,42.20353498,1,14.5,0.551155213,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40254,0.54614,129.4062216,77.27603724,61.06064711,0.01284
19,19-23,KG071,0,,acasua,acasua,-33.6933,151.14541,,,Fabaceae,new,3,38,Kuringai_MT_top,NSW_Kuringai_top,140611,0.22472,0.05200,0.05762,0.05506,0.05830,0.02270,3.83,17.04343183,0.886258455,0.982042542,0.938411356,0.993632075,2,4.9,0.581265217,,,,,,,,,,,,,,2.8,2.171364781,750,2086.249481,,,,,50,1,18.0,,,0.05830,0.0227,228.4547828,43.77233813,61.06346484,0.00174
17,17-26,RH094,0,,aca?,acaosw,-30.7094,141.87689,,,Fabaceae,mid,3,none,Round_Hill,NSW_Fowlers_Gap,150409,0.36278,0.07430,0.07804,0.08278,0.12672,0.04934,5.378,14.82441149,1.101453774,1.156897073,1.227164783,1.878549424,1,5.5,0.287952987,,,,,,,,,,,,,,1.6,5.554066563,750,1168.563375,,,,,50,1,32.1,,,0.12672,0.05308,262.6494644,38.07355946,61.06376263,0.00094
16,16-39,RH014,0,,acaane,acaane,-32.96394,146.16149,,,Fabaceae,mid,1,308,Round_Hill,NSW_Round_Hill,150405,0.53924,0.08610,0.11208,0.09810,0.24122,0.09346,7.083,13.13515318,1.130936689,1.472187968,1.288558527,3.16846165,1,5.7,0.14865885,,,,,,,,,,,,,,2.2,8.677276455,750,1626.204191,,,,,50,1,23.1,,,0.24122,0.07462,294.9696425,33.90179381,61.25528563,0.00174
30,30-46,QL007,0,,athdiv,athdiv,-17.37878,145.7617,,,Proteaceae,old,2,340,Bartlefrer_QLD,QLD_Bartlefrere,150805,2.97818,0.08530,0.07808,0.07668,2.71746,1.05254,73.665,24.73490521,2.109887414,1.931301399,1.896672532,67.21611551,1,10.5,0.907652893,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71746,1.05254,156.5904236,63.86086563,61.26750716,0.02066
19,19-03,T362,0,,acagen,acagen,-43.0403,147.94647,,,Fabaceae,new,1,277,Tasmania_TP,TAS_Tasman_Peninsula,150312,0.41826,0.06876,0.08244,0.07150,0.19446,0.07530,8.062,19.27509205,1.325355329,1.589038588,1.378169081,3.7482344,1,6.6,0.516631094,,,,,,,,,,,,,,3.5,5.128081638,750,2609.662514,,,,,50,1,14.4,,,0.19446,0.05298,200.8945865,49.77734927,61.27738352,0.00110
8,DP049,YG056,0,,eucfib,euccre,-32.78244,150.92318,,,Myrtaceae,new,2,113,Yengo_N,NSW_Yengo_N,140420,0.63900,0.08000,0.07500,0.05900,0.41200,0.15948,14.229,22.26760563,1.781408451,1.670070423,1.313788732,9.174253521,2,8.4,0.167682953,,,,29/09/2015,"Siobhan 1, p.96",30/09/2015,"Siobhan 1, p.97",13/10/2015,"Siobhan 1, p.103",16/11/2015,"Katy 1, p.106",,,4.3,4.152608255,750,3201.132858,42.68177145,,1.916765195,,50,1,11.7,16/05/2016,1,0.41200,0.17756,173.8343067,57.52604415,61.29126214,0.01300
27,27-47,T267,0,,conhoo,conhoo,-42.14309,148.29854,,,Proteaceae,mid,2,266,Tasmania_FY,TAS_Freycinet,150310,0.34152,0.06066,0.06216,0.07072,0.14616,0.05656,7.05,20.64300773,1.252204849,1.283169361,1.459873507,3.01718201,1,6.3,0.593726139,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14616,0.0477,187.4596886,53.34480215,61.30268199,0.00182
24,24-03,QL338,0,,gremim,gremim,-18.16105,142.21069,,,Proteaceae,mid,2,432,Croydon_QLD,QLD_Croydon,150822,2.85164,0.09034,0.09780,0.10202,2.54362,0.98406,41.328,14.49271297,1.309271689,1.417387328,1.478546577,36.86395455,1,6.5,0.239191196,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54362,0.98406,266.9436885,37.46108424,61.31261745,0.01786
9,9-23,T021,0,,euccoc,euccoc,-42.89145,147.22834,1202,1185,Myrtaceae,new,3,195,Tasmania_MW,TAS_Mt_Wellington,150302,0.45270,0.06760,0.08394,0.07580,0.22194,0.08574,6.824,15.07400044,1.01900243,1.265311597,1.142609233,3.345523658,1,5.1,0.353250632,,,,2/11/2015,"Katy 1, p.98",5/11/2015,"Katy 1, p.100",6/11/2015,"Katy 1, p.101",17/11/2015,"Katy 1, p.107",,,3.3,3.233574662,750,2439.56801,36.08828418,,2.394074773,,50,1,15.4,23/05/2016,10,0.22194,0.09848,256.282749,39.01940352,61.36793728,0.00342
11,11-31,T013,0,,euccoc,euccoc,-42.89145,147.22834,1202,1185,Myrtaceae,new,1,193,Tasmania_MW,TAS_Mt_Wellington,150302,0.41010,0.07862,0.07142,0.06276,0.19418,0.07484,6.471,15.77907827,1.240551134,1.12694177,0.990294952,3.063981419,1,6.2,0.657092231,,,,15/12/2015,"Katy 1, p.111",5/01/2016,"Katy 1, p.114",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,3.7,1.82540994,750,2811.663309,35.76269791,,2.266463052,,50,1,13.3,17/05/2016,6,0.19418,0.12758,244.2573559,40.94042516,61.45844062,0.00312
16,16-41,QL052,0,,acacel,acacel,-17.37241,145.74322,,,Fabaceae,old,2,328,Bartlefrer_QLD,QLD_Bartlefrere,150806,0.95992,0.07884,0.07580,0.10256,0.69416,0.26754,22.498,23.43736978,1.847802234,1.776552629,2.403736645,16.26928461,1,9.2,0.151326692,,,,,,,,,,,,,,3.1,5.134308139,750,2298.181447,,,,,50,1,16.3,,,0.69416,0.26754,164.4448459,60.81066236,61.45845338,0.00856
19,19-10,QL188,0,,acacra,acacra,-17.92285,146.06817,,,Fabaceae,mid,1,372,Tully_Spidersite_QLD,QLD_Mission_Beach,150812,0.99152,0.08124,0.09128,0.09814,0.71320,0.27458,21.501,21.68488785,1.761680289,1.979396563,2.128154893,15.46566201,1,8.8,0.53519145,,,,,,,,,,,,,,5.1,4.209874944,750,3839.790301,,,,,50,1,9.8,,,0.71320,0.27458,177.5417048,56.32479428,61.50028043,0.00766
23,23-01,QL040,0,,carsub,carsub,-17.36688,145.75258,,,Proteaceae,old,2,331,Bartlefrer_QLD,QLD_Bartlefrere,150806,1.88076,0.07286,0.06734,0.09256,1.63480,0.62864,63.867,33.95808078,2.474185765,2.286737159,3.143159957,55.51467045,1,12.4,0.091189712,,,,9/08/2016,"Katy 1, p. 190",,,,,,,,,,,,,,,,,,,,,,1.63480,0.62864,113.2385358,88.30916017,61.54636653,0.01320
29,29-13,QL036,0,,carsub,carsub,-17.36688,145.75258,,,Proteaceae,old,1,330,Bartlefrer_QLD,QLD_Bartlefrere,150806,2.26430,0.05930,0.07368,0.08870,2.03158,0.77990,70.302,31.04800601,1.841146756,2.287617083,2.753958133,63.07650804,1,9.2,0.748811669,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03158,0.7799,123.6434965,80.87768694,61.61115979,0.01104
25,25-20,YG113,0,,perlin,perlin,-32.78244,150.92318,,,Proteaceae,new,3,124,Yengo_N,NSW_Yengo_N,140607,,0.07954,0.11988,0.07410,0.13938,0.05350,,#DIV/0!,#DIV/0!,2.995,#DIV/0!,#DIV/0!,2,15.0,0.324146055,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13938,0.0336,#DIV/0!,#DIV/0!,61.61572679,-0.41290
17,17-09,QL118,0,,acafla,acafla,-18.43758,146.13636,,,Fabaceae,new,1,350,S_Cardwell_QLD,QLD_Cardwell_S,150809,1.24382,0.07730,0.08290,0.08020,0.99886,0.38320,33.901,27.25555145,2.106854127,2.259485215,2.185895226,27.22448012,1,10.5,0.217530728,,,,,,,,,,,,,,3.5,5.478590258,750,2590.70769,,,,,50,1,14.5,,,0.99886,0.3832,140.7556722,71.04509425,61.63626534,0.00456
,,YG007,0,,perlin,perlin,-32.78244,150.92318,,,Proteaceae,mid,1,123,Yengo_N,NSW_Yengo_N,140419,,0.07900,0.08800,0.06900,0.07900,0.03028,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,#DIV/0!,0.492379281,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07900,0.02988,#DIV/0!,#DIV/0!,61.67088608,-0.31500
29,29-27,YG067,0,,perlin,perlin,-32.78244,150.92318,,,Proteaceae,mid,2,125,Yengo_N,NSW_Yengo_N,140524,,0.08862,0.08742,0.08684,0.08598,0.03294,,#DIV/0!,#DIV/0!,1.944,#DIV/0!,#DIV/0!,2,9.7,0.770492826,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08598,0.03808,#DIV/0!,#DIV/0!,61.68876483,-0.34886
16,16-16,YG141,0,,acabin,acabin,-32.7817,150.9291,,,Fabaceae,new,3,101,Yengo_N,NSW_Yengo_N,140608,0.42420,0.08274,0.06384,0.05366,0.21974,0.08400,10.577,24.9339934,2.063038614,1.591786139,1.337958086,5.47899571,3,6.7,0.062855823,,,,,,,,,,,,,,2.1,7.814964485,750,1586.116955,,,,,50,1,23.6,,,0.21974,0.13896,153.3127683,65.2261394,61.77300446,0.00422
9,9-15,RH117,0,,euccam,euccam,-31.29462,142.25054,,,Myrtaceae,new,1,none?,Round_Hill,NSW_Mutawintji,150410,0.55582,0.07838,0.06270,0.05354,0.35658,0.13624,12.868,23.15137994,1.81460516,1.451591522,1.239524882,8.25531906,1,9.1,0.341297013,,,,2/11/2015,"Katy 1, p.98",5/11/2015,"Katy 1, p.100",6/11/2015,"Katy 1, p.101",16/11/2015,"Katy 1, p.106",,,3.9,4.865219873,750,2926.645498,37.33918726,,1.612827717,,50,1,12.8,23/05/2016,11,0.35658,0.13012,165.0329915,60.59394495,61.79258511,0.00462
,,YG036,0,,breobl,breobl,-32.78244,150.92318,,,Phyllanthaceae,sen,1,don't use this species,Yengo_N,NSW_Yengo_N,140420,,0.08000,0.07000,0.08100,0.08700,0.03324,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08700,0.29438,#DIV/0!,#DIV/0!,61.79310345,-0.31800
16,16-02,RH089,0,,aca?,acaosw,-30.7094,141.87689,,,Fabaceae,new,2,none,Round_Hill,NSW_Fowlers_Gap,150409,0.61164,0.07990,0.08752,0.07382,0.36888,0.14090,11.059,18.08089726,1.444663691,1.582440128,1.334731836,6.669681381,1,7.2,0.005022743,,,,,,,,,,,,,,2.5,1.26507078,750,1903.248486,,,,,50,1,19.7,,,0.36888,0.09898,211.2544692,47.33627666,61.80329646,0.00152
,,QL334,0,,gremim,gremim,-18.16105,142.21069,,,Proteaceae,sen,1,431,Croydon_QLD,QLD_Croydon,150822,1.01168,0.07510,0.06244,0.07232,0.79632,0.30342,,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79632,0.30342,#DIV/0!,0,61.89722725,0.00550
18,18-34,RH013,0,,acaane,acaane,-32.96394,146.16149,,,Fabaceae,new,1,308,Round_Hill,NSW_Round_Hill,150405,0.40374,0.07346,0.08018,0.05386,0.19590,0.07462,5.821,14.41769456,1.059123842,1.156010749,0.776537029,2.824426364,1,5.3,0.465162208,,,,,,,,,,,,,,4.6,4.58254143,750,3459.778398,,,,,50,1,10.8,,,0.19590,0.1014,264.1952397,37.85079554,61.90913731,0.00034
20,20-10,QL056,0,,acacel,acacel,-17.36894,145.74353,,,Fabaceae,old,3,329,Bartlefrer_QLD,QLD_Bartlefrere,150806,1.37076,0.06924,0.06452,0.06088,1.16718,0.44406,34.466,25.14371589,1.740950889,1.62227255,1.530749424,29.34724232,1,8.7,0.743875415,,,,,,,,,,,,,,4.6,1.332003315,750,3434.249576,,,,,50,1,10.9,,,1.16718,0.44406,151.3123431,66.08846174,61.95445433,0.00894
11,11-19,RH099,0,,euc?,eucgil,-31.0831,141.71401,,,Myrtaceae,new,2,none?,Round_Hill,NSW_Fowlers_Gap,150409,0.55632,0.07934,0.06434,0.06662,0.34154,0.12988,9.804,17.62295082,1.398204918,1.133860656,1.174040984,6.018942623,1,7.0,0.611796774,,,,15/12/2015,"Katy 1, p.111",5/01/2016,"Katy 1, p.114",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,2.1,9.031441727,750,1553.989698,19.58645951,,1.111417703,,50,1,24.1,17/05/2016,7,0.34154,0.14508,215.7854097,46.34233618,61.97224337,0.00448
16,16-48,YG105,0,,acabin,acabin,-32.7817,150.9291,,,Fabaceae,new,2,99,Yengo_N,NSW_Yengo_N,140607,0.52386,0.08366,0.06940,0.07002,0.29416,0.11148,13.441,25.65761845,2.146516359,1.78063872,1.796546444,7.547445043,3,9.0,0.18679207,,,,,,,,,,,,,,3.1,4.3093799,750,2335.981808,,,,,50,1,16.1,,,0.29416,0.158,147.7056135,67.70223397,62.10225727,0.00662
29,29-48,QL340,0,,gremim,gremim,-18.16105,142.21069,,,Proteaceae,new,3,433,Croydon_QLD,QLD_Croydon,150822,1.71470,0.06552,0.08036,0.09350,1.46664,0.55520,24.125,14.06951653,0.921834723,1.130626349,1.315499796,20.63491573,1,4.6,0.829485692,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46664,0.5552,269.0585255,37.16663496,62.14476627,0.00868
20,20-13,KG015,0,,acasua,acasua,-33.6933,151.14541,,,Fabaceae,mid,1,57,Kuringai_MT_top,NSW_Kuringai_top,140603,0.19852,0.05390,0.04750,0.04934,0.04694,0.01776,3.411,17.18214789,0.926117772,0.816152025,0.847767177,0.806530022,2,4.1,0.755172093,,,,,,,,,,,,,,2.2,2.808753287,750,1647.86966,,,,,50,1,22.8,,,0.04694,0.01776,220.2025903,45.41272647,62.16446527,0.00084
24,24-19,QL014,0,,opihet,opihet,-17.37886,145.76225,,,Proteaceae,mid,1,343,Bartlefrer_QLD,QLD_Bartlefrere,150805,2.15872,0.07496,0.05860,0.05936,1.95556,0.73704,74.7,34.60383931,2.593903795,2.027784984,2.054083902,67.66988401,1,13.0,0.263814507,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95556,0.73704,108.9169888,91.81304136,62.3105402,0.01024
21,21-06,QL256,0,,acahol,acahol,-18.32728,145.45414,,,Fabaceae,new,1,404,Princess_Hill_QLD,QLD_Princess_Hill,150818,3.58846,0.08486,0.09720,0.07830,3.30150,1.24298,74.395,20.7317345,1.75929499,2.015124594,1.623294812,68.44582147,1,8.8,0.886827469,,,,,,,,,,,,,,4.5,1.986637361,750,3339.659308,,,,,50,1,11.2,,,3.30150,1.24298,181.6005672,55.06590731,62.35105255,0.02660
16,16-10,RH085,0,,aca?,acaosw,-30.7094,141.87689,,,Fabaceae,new,1,none,Round_Hill,NSW_Fowlers_Gap,150409,0.74376,0.08506,0.06888,0.08256,0.50550,0.18996,11.898,15.99709584,1.360712972,1.101879961,1.320720232,8.086531946,1,6.8,0.02926572,,,,,,,,,,,,,,2.4,4.00513447,750,1784.767545,,,,,50,1,21.0,,,0.50550,0.1312,234.9091072,42.56965648,62.42136499,0.00176
18,18-16,QL074,0,,acaman,acaman,-17.96665,145.96806,,,Fabaceae,new,2,348,Mt_Makay_QLD,QLD_Mt_Mackay,150808,3.55404,0.11138,0.11032,0.12282,3.25750,1.21804,94.283,26.52840148,2.954733357,2.926613251,3.25821827,86.41626782,1,14.8,0.431998307,,,,,,,,,,,,,,8.0,1.19272593,750,6004.244835,,,,,50,1,6.2,,,3.25750,1.21804,140.950313,70.94698682,62.60813507,-0.04798
12,12-35,QL147,0,,cortes,cortes,-18.37945,146.07626,,,Myrtaceae,old,3,371,N_Cardwell_QLD,QLD_Cardwell_N,150810,0.33034,0.08450,0.06510,0.04906,0.12638,0.04722,11.107,33.62293395,2.841137919,2.188853,1.649541139,4.249266392,1,14.2,0.82388014,,,,4/01/2016,"Katy 1, p.113",6/01/2016,"Katy 1, p.115",14/01/2016,"Katy 1, p.118",20/01/2016,"Katy 1, p.121",,,1.9,3.259827633,750,1392.404948,16.47816506,,0.490087066,,50,1,26.9,20/05/2016,8,0.12638,0.04722,111.1250641,89.98869954,62.63649312,0.00530
24,24-32,T263,0,,conhoo,conhoo,-42.14309,148.29854,,,Proteaceae,mid,1,265,Tasmania_FY,TAS_Freycinet,150310,0.53696,0.07124,0.07426,0.07608,0.31018,0.11568,11.902,22.16552443,1.579071961,1.646011844,1.686353099,6.875302369,1,7.9,0.196701559,,,,9/08/2016,"Katy 1, p. 190",,,,,,,,,,,,,,,,,,,,,,0.31018,0.07366,168.2544182,59.43380333,62.70552582,0.00520
10,10-34,QL106,0,,corint,corint,-18.43758,146.13636,,,Myrtaceae,new,1,356,S_Cardwell_QLD,QLD_Cardwell_S,150809,0.76698,0.06912,0.06078,0.05716,0.56964,0.21202,23.792,31.02036559,2.14412767,1.885417821,1.773124097,17.67044105,1,10.7,0.523497573,,,,7/12/2015,"Katy 1, p.109",8/12/2015,"Katy 1, p.110",13/01/2016,"Katy 1, p.117",19/01/2016,"Katy 1, p.119",,,3.5,5.882421576,750,2645.19716,38.26963484,,1.233693869,,50,1,14.2,17/05/2016,5,0.56964,0.21202,119.9856865,83.34327448,62.7800014,0.01028
10,10-28,T241,0,,eucrub,eucrub,-42.38268,147.06002,,,Myrtaceae,new,1,283,Tasmania_BO,TAS_Bothwell,150309,0.31408,0.05022,0.05420,0.05244,0.14914,0.05534,6.329,20.15091696,1.01197905,1.092179699,1.056714086,3.005307756,1,5.1,0.504807587,,,,7/12/2015,"Katy 1, p.109",8/12/2015,"Katy 1, p.110",13/01/2016,"Katy 1, p.117",19/01/2016,"Katy 1, p.119",,,3.8,2.33541771,750,2866.034647,57.06958676,,2.832108676,,50,1,13.1,17/05/2016,5,0.14914,0.08094,184.1408751,54.30624785,62.89392517,0.00808
21,21-08,T139,1,1,acamuc,acamuc,-42.75833,146.40609,,,Fabaceae,new,2,220,Tasmania_FR,TAS_Frodshams_Pass,150306,0.58704,0.08376,0.05724,0.09504,0.34782,0.12902,11.347,19.32917689,1.619011856,1.106402085,1.837044971,6.723074305,2,5.5,,,,,,,,,,,,,,,4.3,6.215793695,750,3244.137861,,,,,50,1,11.6,,,0.34782,0.16982,191.9062532,52.1087762,62.90610086,0.00318
17,17-16,KG035,0,,acauli,acauli,-33.6933,151.14541,,,Fabaceae,new,3,37,Kuringai_MT_top,NSW_Kuringai_top,140604,,0.07632,0.06040,0.06704,0.14368,0.05322,,#DIV/0!,#DIV/0!,1.677,#DIV/0!,#DIV/0!,2,8.4,0.237623236,,,,,,,,,,,,,,2.5,3.823183422,750,1892.859648,,,,,50,1,19.8,,,0.14368,0.05322,#DIV/0!,#DIV/0!,62.95935412,-0.34744
9,9-45,T380,0,,eucrub,eucrub,-42.84638,147.43151,,,Myrtaceae,new,3,302,Tasmania_MC,TAS_Mt_Canopus,150312,0.69780,0.07276,0.07520,0.06562,0.48138,0.17820,15.185,21.76124964,1.583348524,1.636445973,1.427973201,10.47543035,1,7.9,0.41019968,,,,2/11/2015,"Katy 1, p.98",5/11/2015,"Katy 1, p.100",6/11/2015,"Katy 1, p.101",17/11/2015,"Katy 1, p.107",,,3.6,2.767221777,750,2735.49579,37.59614884,,1.727664976,,50,1,13.7,31/05/2016,13,0.48138,0.06312,170.1123429,58.78468211,62.98142839,0.00284
,,YG009,0,,acapar,acapar,-32.78244,150.92318,,,Fabaceae,new,1,117,Yengo_N,NSW_Yengo_N,140419,,0.08000,0.07600,0.05700,0.07900,0.02924,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,2,#DIV/0!,,Not extracting YG001-YG057,Not extracting YG001-YG057,,,,,,,,,,,,,,,,,,,,,,,,,0.07900,0.02286,#DIV/0!,#DIV/0!,62.98734177,-0.29200
